Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°];Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°]
Barra 1950;13,972402;14,107253;13,606888;1,012493;1,022265;0,986006;-1,01349;-119,860051;119,690046;Barra 1950;14,055179;14,190837;13,689357;1,018491;1,028322;0,991982;-1,497331;-120,352312;119,200124
Barra 1976;13,972405;14,107256;13,606874;1,012493;1,022265;0,986005;-1,013511;-119,860033;119,690052;Barra 1976;14,055182;14,19084;13,689343;1,018491;1,028322;0,991981;-1,497352;-120,352294;119,20013
Barra 1877;13,97237;14,107207;13,607081;1,012491;1,022261;0,98602;-1,0132;-119,860305;119,689958;Barra 1877;14,055147;14,19079;13,689552;1,018489;1,028318;0,991996;-1,497041;-120,352565;119,200036
Barra 1923;13,972356;14,107186;13,607167;1,01249;1,02226;0,986027;-1,013072;-119,860417;119,689919;Barra 1923;14,055132;14,19077;13,689638;1,018488;1,028317;0,992003;-1,496913;-120,352678;119,199997
Barra 1951;13,97229;14,107091;13,607563;1,012485;1,022253;0,986055;-1,012478;-119,860936;119,68974;Barra 1951;14,055066;14,190674;13,690036;1,018483;1,02831;0,992032;-1,496319;-120,353197;119,199818
Barra 1974;13,97229;14,107091;13,607562;1,012485;1,022253;0,986055;-1,012479;-119,860936;119,68974;Barra 1974;14,055066;14,190674;13,690036;1,018483;1,02831;0,992032;-1,496319;-120,353197;119,199818
Barra 1875;13,972285;14,107085;13,607589;1,012484;1,022253;0,986057;-1,012438;-119,860971;119,689728;Barra 1875;14,055061;14,190668;13,690063;1,018483;1,028309;0,992034;-1,496279;-120,353232;119,199806
Barra 1859;13,972161;14,106907;13,608332;1,012475;1,02224;0,986111;-1,011324;-119,861945;119,689392;Barra 1859;14,054937;14,190489;13,690809;1,018474;1,028296;0,992088;-1,495165;-120,354206;119,19947
Barra 1805;13,971983;14,106652;13,609395;1,012463;1,022221;0,986188;-1,009729;-119,86334;119,68891;Barra 1805;14,054758;14,190232;13,691879;1,018461;1,028278;0,992165;-1,493569;-120,355601;119,198988
Barra 102;14,065534;14,106421;14,145845;1,019242;1,022204;1,025061;-0,189458;-120,303973;119,854863;Barra 102;14,12514;14,16603;14,207123;1,023561;1,026524;1,029502;-0,565067;-120,685853;119,47395
Barra 107;14,064359;14,105233;14,144653;1,019156;1,022118;1,024975;-0,191715;-120,306208;119,852583;Barra 107;14,123959;14,164837;14,205926;1,023475;1,026437;1,029415;-0,567324;-120,688087;119,471671
Barra 101;14,06449;14,105037;14,145764;1,019166;1,022104;1,025055;-0,186267;-120,303592;119,856683;Barra 101;14,124562;14,165109;14,207521;1,023519;1,026457;1,02953;-0,564716;-120,68834;119,472901
Barra 1900;13,970441;14,104441;13,618617;1,012351;1,022061;0,986856;-0,99589;-119,875441;119,684738;Barra 1900;14,053207;14,188008;13,701157;1,018348;1,028117;0,992837;-1,479728;-120,367704;119,194816
Barra 1922;13,970446;14,104447;13,618591;1,012351;1,022061;0,986854;-0,995928;-119,875408;119,684749;Barra 1922;14,053211;14,188014;13,701132;1,018349;1,028117;0,992836;-1,479766;-120,367671;119,194827
Barra 1924;13,970442;14,104441;13,618616;1,012351;1,022061;0,986856;-0,995891;-119,875441;119,684738;Barra 1924;14,053207;14,188008;13,701157;1,018348;1,028117;0,992837;-1,479728;-120,367704;119,194816
Barra 1811;13,970428;14,104421;13,618698;1,01235;1,02206;0,986862;-0,995767;-119,875549;119,684701;Barra 1811;14,053193;14,187988;13,701239;1,018347;1,028115;0,992843;-1,479605;-120,367812;119,194779
Barra 1801;13,970427;14,104421;13,618701;1,01235;1,022059;0,986862;-0,995764;-119,875552;119,6847;Barra 1801;14,053193;14,187988;13,701241;1,018347;1,028115;0,992844;-1,479602;-120,367815;119,194778
Barra 1725;13,970203;14,104099;13,620041;1,012334;1,022036;0,986959;-0,993752;-119,877311;119,684094;Barra 1725;14,052968;14,187664;13,70259;1,018331;1,028092;0,992941;-1,47759;-120,369574;119,194172
Barra 1772;13,969673;14,10404;13,621493;1,012295;1,022032;0,987065;-0,992274;-119,879906;119,686959;Barra 1772;14,052434;14,187605;13,704051;1,018292;1,028087;0,993047;-1,476111;-120,372169;119,197037
Barra 1799;13,969673;14,10404;13,621493;1,012295;1,022032;0,987065;-0,992274;-119,879906;119,686959;Barra 1799;14,052434;14,187605;13,704051;1,018292;1,028087;0,993047;-1,476111;-120,372169;119,197037
Barra 1885;13,969432;14,104035;13,622098;1,012278;1,022032;0,987109;-0,991706;-119,881034;119,688392;Barra 1885;14,052192;14,1876;13,704659;1,018275;1,028087;0,993091;-1,475542;-120,373298;119,198471
Barra 1898;13,969434;14,104037;13,622088;1,012278;1,022032;0,987108;-0,991719;-119,88102;119,688389;Barra 1898;14,052194;14,187602;13,704649;1,018275;1,028087;0,993091;-1,475556;-120,373284;119,198467
Barra 1916;13,969432;14,104035;13,622097;1,012278;1,022032;0,987109;-0,991706;-119,881033;119,688393;Barra 1916;14,052192;14,1876;13,704659;1,018275;1,028087;0,993091;-1,475543;-120,373297;119,198471
Barra 1917;13,969433;14,104036;13,622094;1,012278;1,022032;0,987108;-0,991711;-119,881029;119,688394;Barra 1917;14,052192;14,187601;13,704655;1,018275;1,028087;0,993091;-1,475548;-120,373293;119,198472
Barra 1686;13,969557;14,104027;13,621811;1,012287;1,022031;0,987088;-0,99195;-119,880474;119,687586;Barra 1686;14,052317;14,187592;13,704371;1,018284;1,028086;0,99307;-1,475787;-120,372738;119,197665
Barra 1829;13,969543;14,104026;13,621849;1,012286;1,022031;0,98709;-0,991912;-119,880542;119,687661;Barra 1829;14,052303;14,18759;13,704409;1,018283;1,028086;0,993073;-1,475749;-120,372805;119,197739
Barra 1860;13,969543;14,104026;13,621849;1,012286;1,022031;0,98709;-0,991912;-119,880541;119,687661;Barra 1860;14,052303;14,18759;13,704408;1,018283;1,028086;0,993073;-1,475749;-120,372805;119,197739
Barra 1915;13,969543;14,104026;13,621847;1,012286;1,022031;0,98709;-0,991914;-119,88054;119,687661;Barra 1915;14,052303;14,187591;13,704407;1,018283;1,028086;0,993073;-1,47575;-120,372804;119,197739
Barra 1797;13,969505;14,104021;13,621951;1,012283;1,022031;0,987098;-0,991807;-119,880725;119,687863;Barra 1797;14,052265;14,187586;13,704512;1,01828;1,028086;0,993081;-1,475644;-120,372989;119,197941
Barra 1870;13,969431;14,104034;13,622103;1,012278;1,022031;0,987109;-0,991697;-119,881041;119,68839;Barra 1870;14,052191;14,187598;13,704665;1,018275;1,028087;0,993092;-1,475534;-120,373305;119,198468
Barra 1742;13,969422;14,104012;13,62218;1,012277;1,02203;0,987114;-0,991574;-119,881133;119,688314;Barra 1742;14,052181;14,187577;13,704742;1,018274;1,028085;0,993097;-1,475411;-120,373397;119,198392
Barra 1836;13,969419;14,104016;13,622177;1,012277;1,02203;0,987114;-0,991587;-119,881138;119,688357;Barra 1836;14,052178;14,187581;13,704739;1,018274;1,028086;0,993097;-1,475424;-120,373402;119,198435
Barra 1756;13,969414;14,104011;13,622202;1,012276;1,02203;0,987116;-0,991552;-119,881173;119,688358;Barra 1756;14,052173;14,187576;13,704764;1,018273;1,028085;0,993099;-1,475389;-120,373437;119,198436
Barra 1767;13,969377;14,104008;13,6223;1,012274;1,02203;0,987123;-0,991455;-119,88135;119,688565;Barra 1767;14,052136;14,187573;13,704862;1,018271;1,028085;0,993106;-1,475292;-120,373614;119,198643
Barra 1737;13,969375;14,104007;13,622307;1,012274;1,022029;0,987124;-0,991445;-119,881361;119,688565;Barra 1737;14,052134;14,187571;13,70487;1,018271;1,028085;0,993107;-1,475281;-120,373625;119,198644
Barra 1702;13,96934;14,104003;13,622403;1,012271;1,022029;0,987131;-0,991347;-119,881532;119,688755;Barra 1702;14,052099;14,187567;13,704966;1,018268;1,028085;0,993114;-1,475184;-120,373796;119,198833
Barra 1665;13,969202;14,103987;13,622782;1,012261;1,022028;0,987158;-0,990962;-119,882209;119,689501;Barra 1665;14,05196;14,187552;13,705347;1,018258;1,028083;0,993141;-1,474798;-120,374473;119,199579
Barra 1627;13,968509;14,10391;13,624677;1,012211;1,022022;0,987295;-0,989032;-119,885595;119,693239;Barra 1627;14,051263;14,187474;13,707254;1,018207;1,028078;0,993279;-1,472868;-120,37786;119,203317
Barra 1554;13,968316;14,103726;13,625604;1,012197;1,022009;0,987363;-0,987733;-119,886903;119,693284;Barra 1554;14,051069;14,187289;13,708186;1,018193;1,028064;0,993347;-1,471568;-120,379168;119,203362
Barra 111;14,062316;14,103167;14,142582;1,019008;1,021969;1,024825;-0,195638;-120,310093;119,84862;Barra 111;14,121908;14,162763;14,203846;1,023327;1,026287;1,029264;-0,571249;-120,691971;119,467707
Barra 1632;13,96772;14,10287;13,629177;1,012154;1,021947;0,987622;-0,982368;-119,891593;119,691663;Barra 1632;14,050469;14,186427;13,711781;1,01815;1,028002;0,993607;-1,466203;-120,383859;119,201741
Barra 1607;13,967715;14,102862;13,629208;1,012153;1,021947;0,987624;-0,98232;-119,891635;119,691649;Barra 1607;14,050464;14,18642;13,711813;1,01815;1,028001;0,99361;-1,466155;-120,3839;119,201727
Barra 1634;13,967717;14,102866;13,629193;1,012153;1,021947;0,987623;-0,982343;-119,891615;119,691656;Barra 1634;14,050467;14,186423;13,711797;1,01815;1,028002;0,993609;-1,466178;-120,38388;119,201734
Barra 118;14,062001;14,102849;14,142264;1,018986;1,021946;1,024802;-0,196242;-120,310691;119,84801;Barra 118;14,121593;14,162443;14,203526;1,023304;1,026264;1,029241;-0,571853;-120,692569;119,467097
Barra 1549;13,967712;14,102859;13,629222;1,012153;1,021946;0,987625;-0,982301;-119,891653;119,691646;Barra 1549;14,050461;14,186417;13,711826;1,018149;1,028001;0,993611;-1,466136;-120,383918;119,201725
Barra 1580;13,967714;14,10286;13,629215;1,012153;1,021946;0,987624;-0,982311;-119,891643;119,691646;Barra 1580;14,050463;14,186418;13,711819;1,018149;1,028001;0,99361;-1,466146;-120,383908;119,201724
Barra 1608;13,966707;14,101416;13,635242;1,01208;1,021842;0,988061;-0,973262;-119,899558;119,688923;Barra 1608;14,04945;14,184965;13,717883;1,018076;1,027896;0,99405;-1,457095;-120,391825;119,199001
Barra 1628;13,966707;14,101416;13,635242;1,01208;1,021842;0,988061;-0,973262;-119,899558;119,688923;Barra 1628;14,04945;14,184965;13,717883;1,018076;1,027896;0,99405;-1,457095;-120,391825;119,199001
Barra 1636;13,966709;14,10142;13,635226;1,01208;1,021842;0,98806;-0,973286;-119,899537;119,68893;Barra 1636;14,049453;14,184969;13,717867;1,018076;1,027896;0,994048;-1,457119;-120,391804;119,199009
Barra 1582;13,966701;14,101408;13,635277;1,01208;1,021841;0,988064;-0,973209;-119,899604;119,688908;Barra 1582;14,049444;14,184957;13,717918;1,018076;1,027895;0,994052;-1,457042;-120,39187;119,198986
Barra 1604;13,966704;14,101412;13,635259;1,01208;1,021841;0,988062;-0,973236;-119,89958;119,688916;Barra 1604;14,049447;14,184961;13,7179;1,018076;1,027896;0,994051;-1,457069;-120,391847;119,198994
Barra 1520;13,966695;14,1014;13,635311;1,012079;1,021841;0,988066;-0,973159;-119,899648;119,688892;Barra 1520;14,049439;14,184949;13,717952;1,018075;1,027895;0,994055;-1,456992;-120,391915;119,19897
Barra 116;14,060494;14,101325;14,140736;1,018876;1,021835;1,024691;-0,199138;-120,313559;119,845084;Barra 116;14,120079;14,160913;14,201991;1,023194;1,026153;1,02913;-0,574749;-120,695435;119,464171
Barra 1489;13,966333;14,10088;13,637482;1,012053;1,021803;0,988223;-0,969899;-119,902499;119,687911;Barra 1489;14,049074;14,184426;13,720137;1,018049;1,027857;0,994213;-1,453731;-120,394766;119,197989
Barra 1522;13,966334;14,100881;13,637474;1,012053;1,021803;0,988223;-0,969909;-119,902488;119,687911;Barra 1522;14,049076;14,184427;13,720129;1,018049;1,027857;0,994212;-1,453742;-120,394756;119,197989
Barra 105;14,058022;14,097823;14,141242;1,018697;1,021581;1,024728;-0,188132;-120,311212;119,851903;Barra 105;14,119048;14,158839;14,203974;1,023119;1,026003;1,029273;-0,572467;-120,701902;119,462177
Barra 1500;13,963705;14,097107;13,65323;1,011863;1,02153;0,989365;-0,946245;-119,923184;119,680796;Barra 1500;14,046431;14,18063;13,73598;1,017857;1,027582;0,995361;-1,430073;-120,415455;119,190874
Barra 1469;13,963703;14,097105;13,653242;1,011863;1,021529;0,989365;-0,946229;-119,923201;119,680797;Barra 1469;14,046429;14,180628;13,735992;1,017857;1,027582;0,995362;-1,430057;-120,415471;119,190875
Barra 109;14,056916;14,096575;14,14051;1,018617;1,021491;1,024675;-0,188386;-120,312571;119,851092;Barra 109;14,118125;14,157772;14,203429;1,023053;1,025926;1,029234;-0,573848;-120,704399;119,460229
Barra 99;14,033772;14,09619;14,129591;1,01694;1,021463;1,023883;-0,251349;-120,34929;119,851296;Barra 99;14,102221;14,164884;14,20009;1,0219;1,026441;1,028992;-0,659635;-120,764742;119,437469
Barra 112;14,05648;14,096134;14,140068;1,018585;1,021459;1,024643;-0,189224;-120,3134;119,850246;Barra 112;14,117687;14,15733;14,202984;1,023021;1,025893;1,029202;-0,574686;-120,705227;119,459382
Barra 117;14,056354;14,096136;14,13955;1,018576;1,021459;1,024605;-0,19134;-120,314386;119,848663;Barra 117;14,117373;14,157145;14,202273;1,022998;1,02588;1,02915;-0,575676;-120,705075;119,458937
Barra 122;14,05591;14,095687;14,139099;1,018544;1,021427;1,024572;-0,192194;-120,31523;119,847801;Barra 122;14,116927;14,156694;14,201821;1,022966;1,025847;1,029117;-0,57653;-120,705919;119,458074
Barra 121;14,055392;14,095163;14,138574;1,018507;1,021389;1,024534;-0,19319;-120,316215;119,846795;Barra 121;14,116407;14,156168;14,201293;1,022928;1,025809;1,029079;-0,577526;-120,706904;119,457068
Barra 1479;13,962255;14,095026;13,661927;1,011758;1,021379;0,989995;-0,933182;-119,934613;119,676883;Barra 1479;14,044972;14,178536;13,744729;1,017752;1,02743;0,995995;-1,417007;-120,426886;119,186961
Barra 1453;13,962253;14,095023;13,661937;1,011757;1,021378;0,989995;-0,933166;-119,934627;119,676879;Barra 1453;14,04497;14,178534;13,74474;1,017751;1,02743;0,995996;-1,416992;-120,426899;119,186957
Barra 124;14,054532;14,094165;14,138092;1,018444;1,021316;1,024499;-0,19297;-120,317105;119,846464;Barra 124;14,115731;14,155352;14,200999;1,022879;1,02575;1,029058;-0,578432;-120,708931;119,455599
Barra 126;14,054532;14,094165;14,138092;1,018444;1,021316;1,024499;-0,19297;-120,317105;119,846464;Barra 126;14,115731;14,155352;14,200999;1,022879;1,02575;1,029058;-0,578432;-120,708931;119,455599
Barra 1671;13,961205;14,093519;13,66822;1,011682;1,02127;0,990451;-0,923725;-119,942886;119,674052;Barra 1671;14,043917;14,177021;13,751061;1,017675;1,02732;0,996454;-1,407549;-120,43516;119,184131
Barra 1705;13,96121;14,093526;13,668193;1,011682;1,02127;0,990449;-0,923767;-119,94285;119,674065;Barra 1705;14,043921;14,177027;13,751034;1,017675;1,027321;0,996452;-1,407591;-120,435124;119,184143
Barra 1739;13,961214;14,093532;13,668168;1,011682;1,02127;0,990447;-0,923804;-119,942817;119,674076;Barra 1739;14,043926;14,177033;13,751009;1,017676;1,027321;0,99645;-1,407628;-120,435091;119,184154
Barra 1630;13,961204;14,093517;13,668229;1,011681;1,021269;0,990451;-0,923713;-119,942897;119,674049;Barra 1630;14,043915;14,177019;13,75107;1,017675;1,02732;0,996454;-1,407537;-120,435171;119,184127
Barra 1654;13,961198;14,093508;13,668267;1,011681;1,021269;0,990454;-0,923656;-119,942947;119,674032;Barra 1654;14,043909;14,17701;13,751108;1,017675;1,02732;0,996457;-1,40748;-120,435221;119,18411
Barra 1658;13,961205;14,093518;13,668225;1,011681;1,021269;0,990451;-0,923718;-119,942892;119,67405;Barra 1658;14,043916;14,17702;13,751066;1,017675;1,02732;0,996454;-1,407542;-120,435166;119,184128
Barra 1703;13,961198;14,093509;13,668263;1,011681;1,021269;0,990454;-0,92366;-119,942942;119,674031;Barra 1703;14,04391;14,17701;13,751105;1,017675;1,02732;0,996457;-1,407484;-120,435217;119,18411
Barra 1773;13,961197;14,093508;13,668269;1,011681;1,021269;0,990454;-0,923652;-119,94295;119,674031;Barra 1773;14,043909;14,177009;13,75111;1,017675;1,02732;0,996457;-1,407476;-120,435224;119,184109
Barra 1697;13,961192;14,0935;13,6683;1,011681;1,021268;0,990457;-0,923605;-119,942991;119,674016;Barra 1697;14,043903;14,177002;13,751142;1,017674;1,027319;0,99646;-1,407429;-120,435265;119,184095
Barra 1734;13,961192;14,093501;13,668298;1,011681;1,021268;0,990456;-0,923609;-119,942988;119,674018;Barra 1734;14,043904;14,177002;13,751139;1,017674;1,027319;0,996459;-1,407433;-120,435262;119,184096
Barra 1740;13,961193;14,093502;13,668294;1,011681;1,021268;0,990456;-0,923615;-119,942982;119,674019;Barra 1740;14,043905;14,177003;13,751135;1,017674;1,027319;0,996459;-1,407439;-120,435256;119,184098
Barra 1761;13,961193;14,093502;13,668294;1,011681;1,021268;0,990456;-0,923615;-119,942982;119,674019;Barra 1761;14,043905;14,177003;13,751135;1,017674;1,027319;0,996459;-1,407439;-120,435256;119,184098
Barra 1586;13,961187;14,093492;13,668333;1,01168;1,021268;0,990459;-0,923557;-119,943034;119,674002;Barra 1586;14,043898;14,176994;13,751174;1,017674;1,027318;0,996462;-1,40738;-120,435308;119,18408
Barra 1669;13,961187;14,093493;13,668332;1,01168;1,021268;0,990459;-0,923558;-119,943032;119,674002;Barra 1669;14,043898;14,176994;13,751173;1,017674;1,027318;0,996462;-1,407382;-120,435306;119,18408
Barra 1700;13,961187;14,093493;13,668329;1,01168;1,021268;0,990459;-0,923561;-119,943029;119,674003;Barra 1700;14,043899;14,176995;13,751171;1,017674;1,027318;0,996462;-1,407385;-120,435303;119,184081
Barra 1626;13,961185;14,09349;13,668343;1,01168;1,021267;0,99046;-0,923542;-119,943047;119,673997;Barra 1626;14,043896;14,176991;13,751184;1,017674;1,027318;0,996463;-1,407366;-120,435321;119,184076
Barra 1662;13,961186;14,093491;13,668339;1,01168;1,021267;0,990459;-0,923546;-119,943042;119,673997;Barra 1662;14,043897;14,176992;13,751181;1,017674;1,027318;0,996462;-1,40737;-120,435316;119,184075
Barra 1561;13,96116;14,093454;13,668494;1,011678;1,021265;0,990471;-0,923314;-119,943246;119,673929;Barra 1561;14,043871;14,176955;13,751336;1,017672;1,027316;0,996474;-1,407138;-120,43552;119,184007
Barra 1546;13,961151;14,093442;13,668544;1,011678;1,021264;0,990474;-0,923239;-119,943311;119,673906;Barra 1546;14,043863;14,176943;13,751387;1,017671;1,027315;0,996477;-1,407063;-120,435586;119,183985
Barra 1578;13,961158;14,093448;13,668513;1,011678;1,021264;0,990472;-0,923282;-119,943268;119,673905;Barra 1578;14,043869;14,176949;13,751356;1,017672;1,027315;0,996475;-1,407106;-120,435542;119,183983
Barra 1523;13,961046;14,093291;13,669175;1,01167;1,021253;0,99052;-0,922291;-119,944141;119,673622;Barra 1523;14,043757;14,176791;13,752021;1,017664;1,027304;0,996523;-1,406114;-120,436415;119,1837
Barra 1497;13,960918;14,093107;13,669943;1,011661;1,02124;0,990576;-0,921136;-119,945151;119,673276;Barra 1497;14,043628;14,176606;13,752795;1,017654;1,02729;0,996579;-1,404959;-120,437425;119,183354
Barra 1511;13,960921;14,093111;13,669925;1,011661;1,02124;0,990574;-0,921163;-119,945127;119,673284;Barra 1511;14,043631;14,17661;13,752776;1,017654;1,027291;0,996578;-1,404987;-120,437401;119,183362
Barra 1408;13,960875;14,093045;13,670201;1,011658;1,021235;0,990594;-0,920749;-119,945489;119,673159;Barra 1408;14,043585;14,176544;13,753054;1,017651;1,027286;0,996598;-1,404572;-120,437764;119,183238
Barra 1434;13,960876;14,093046;13,670196;1,011658;1,021235;0,990594;-0,920757;-119,945482;119,673162;Barra 1434;14,043586;14,176545;13,753048;1,017651;1,027286;0,996598;-1,40458;-120,437757;119,18324
Barra 1478;13,960877;14,093047;13,670191;1,011658;1,021235;0,990594;-0,920763;-119,945477;119,673164;Barra 1478;14,043587;14,176546;13,753044;1,017651;1,027286;0,996597;-1,404586;-120,437751;119,183242
Barra 1490;13,960878;14,093049;13,670184;1,011658;1,021235;0,990593;-0,920774;-119,945467;119,673167;Barra 1490;14,043588;14,176548;13,753037;1,017651;1,027286;0,996597;-1,404598;-120,437741;119,183245
Barra 1498;13,960877;14,093048;13,670189;1,011658;1,021235;0,990593;-0,920766;-119,945474;119,673164;Barra 1498;14,043587;14,176547;13,753042;1,017651;1,027286;0,996597;-1,404589;-120,437748;119,183242
Barra 115;14,053125;14,092262;14,138109;1,018342;1,021178;1,024501;-0,189084;-120,317374;119,848335;Barra 115;14,115013;14,154133;14,201723;1,022827;1,025662;1,02911;-0,578721;-120,713416;119,453255
Barra 119;14,052898;14,092033;14,137879;1,018326;1,021162;1,024484;-0,189263;-120,317546;119,848154;Barra 119;14,114785;14,153903;14,201492;1,022811;1,025645;1,029094;-0,5789;-120,713589;119,453074
Barra 1398;13,958819;14,090091;13,682547;1,011509;1,021021;0,991489;-0,902192;-119,961723;119,66761;Barra 1398;14,041517;14,173572;13,765475;1,017501;1,02707;0,997498;-1,386012;-120,454;119,177688
Barra 1420;13,958822;14,090096;13,682526;1,011509;1,021021;0,991487;-0,902224;-119,961696;119,66762;Barra 1420;14,04152;14,173577;13,765454;1,017501;1,027071;0,997497;-1,386044;-120,453973;119,177698
Barra 1539;13,958585;14,089755;13,68395;1,011492;1,020997;0,991591;-0,900083;-119,963569;119,666981;Barra 1539;14,041282;14,173234;13,766887;1,017484;1,027046;0,9976;-1,383903;-120,455847;119,177059
Barra 1547;13,95857;14,089732;13,684045;1,011491;1,020995;0,991597;-0,899941;-119,963692;119,666933;Barra 1547;14,041266;14,173211;13,766981;1,017483;1,027044;0,997607;-1,38376;-120,455969;119,177011
Barra 1524;13,958568;14,08973;13,684056;1,01149;1,020995;0,991598;-0,899925;-119,963708;119,666934;Barra 1524;14,041264;14,173209;13,766993;1,017483;1,027044;0,997608;-1,383744;-120,455985;119,177012
Barra 1499;13,958559;14,089718;13,684106;1,01149;1,020994;0,991602;-0,89985;-119,963773;119,666911;Barra 1499;14,041256;14,173197;13,767043;1,017482;1,027043;0,997612;-1,383669;-120,456051;119,176989
Barra 1515;13,95856;14,089719;13,684102;1,01149;1,020994;0,991602;-0,899854;-119,963769;119,666911;Barra 1515;14,041256;14,173197;13,76704;1,017482;1,027043;0,997612;-1,383674;-120,456046;119,176989
Barra 1476;13,95855;14,089704;13,684165;1,011489;1,020993;0,991606;-0,899761;-119,963851;119,666885;Barra 1476;14,041246;14,173182;13,767102;1,017482;1,027042;0,997616;-1,383581;-120,456128;119,176963
Barra 1454;13,958534;14,089681;13,684261;1,011488;1,020991;0,991613;-0,899617;-119,963977;119,666841;Barra 1454;14,04123;14,173159;13,767199;1,01748;1,027041;0,997623;-1,383436;-120,456255;119,17692
Barra 1415;13,958522;14,089664;13,68433;1,011487;1,02099;0,991618;-0,899512;-119,964069;119,66681;Barra 1415;14,041218;14,173143;13,767269;1,01748;1,027039;0,997628;-1,383332;-120,456346;119,176888
